gene_symbol	ncbi_gene_id	n_disease_associations	mondo_ids	omim_ids	all_disease_ids
PRKRA	NCBIGene:8575	1		OMIM:612067	OMIM:612067
PRMT7	NCBIGene:54496	1		OMIM:617157	OMIM:617157
BCL11A	NCBIGene:53335	1		OMIM:617101	OMIM:617101
BCKDK	NCBIGene:10295	1		OMIM:614923	OMIM:614923
BCKDHB	NCBIGene:594	1		OMIM:620698	OMIM:620698
BCKDHA	NCBIGene:593	1		OMIM:248600	OMIM:248600
BCHE	NCBIGene:590	1		OMIM:617936	OMIM:617936
BCAT2	NCBIGene:587	1		OMIM:618850	OMIM:618850
PROP1	NCBIGene:5626	1		OMIM:262600	OMIM:262600
PRORP	NCBIGene:9692	1		OMIM:619737	OMIM:619737
BCAS3	NCBIGene:54828	1		OMIM:619641	OMIM:619641
PROZ	NCBIGene:8858	1		OMIM:614024	OMIM:614024
PRPF3	NCBIGene:9129	1		OMIM:601414	OMIM:601414
PRPF31	NCBIGene:26121	1		OMIM:600138	OMIM:600138
PRPF4	NCBIGene:9128	1		OMIM:615922	OMIM:615922
PRPF6	NCBIGene:24148	1		OMIM:613983	OMIM:613983
PRPF8	NCBIGene:10594	1		OMIM:600059	OMIM:600059
PRPH	NCBIGene:5630	1		OMIM:105400	OMIM:105400
BCAP31	NCBIGene:10134	1		OMIM:300475	OMIM:300475
PRR12	NCBIGene:57479	1		OMIM:619539	OMIM:619539
BBS9	NCBIGene:27241	1		OMIM:615986	OMIM:615986
PRRX1	NCBIGene:5396	1		OMIM:202650	OMIM:202650
PRSS1	NCBIGene:5644	1		OMIM:167800	OMIM:167800
PRSS12	NCBIGene:8492	1		OMIM:249500	OMIM:249500
PRSS2	NCBIGene:5645	1		OMIM:167800	OMIM:167800
BCO1	NCBIGene:53630	1		OMIM:115300	OMIM:115300
PRKG1	NCBIGene:5592	1		OMIM:615436	OMIM:615436
PRKDC	NCBIGene:5591	1		OMIM:615966	OMIM:615966
PRICKLE1	NCBIGene:144165	1		OMIM:612437	OMIM:612437
PRDM12	NCBIGene:59335	1		OMIM:616488	OMIM:616488
BFSP1	NCBIGene:631	1		OMIM:611391	OMIM:611391
PRDM16	NCBIGene:63976	1		OMIM:615373	OMIM:615373
PRDM5	NCBIGene:11107	1		OMIM:614170	OMIM:614170
PRDM6	NCBIGene:93166	1		OMIM:617039	OMIM:617039
PRDM8	NCBIGene:56978	1		OMIM:616640	OMIM:616640
PRDX1	NCBIGene:5052	1		OMIM:277400	OMIM:277400
BET1	NCBIGene:10282	1		OMIM:254100	OMIM:254100
PREPL	NCBIGene:9581	1		OMIM:616224	OMIM:616224
BEAN1	NCBIGene:146227	1		OMIM:117210	OMIM:117210
PRG4	NCBIGene:10216	1		OMIM:208250	OMIM:208250
PRICKLE3	NCBIGene:4007	1		OMIM:308905	OMIM:308905
PRKD1	NCBIGene:5587	1		OMIM:617364	OMIM:617364
PRIM1	NCBIGene:5557	1		OMIM:620005	OMIM:620005
PRIMPOL	NCBIGene:201973	1		OMIM:615420	OMIM:615420
BDP1	NCBIGene:55814	1		OMIM:618257	OMIM:618257
PRKACB	NCBIGene:5567	1		OMIM:619143	OMIM:619143
PRKACG	NCBIGene:5568	1		OMIM:616176	OMIM:616176
PRKAG3	NCBIGene:53632	1		OMIM:619030	OMIM:619030
BCORL1	NCBIGene:63035	1		OMIM:301029	OMIM:301029
PRKAR1B	NCBIGene:5575	1		OMIM:619680	OMIM:619680
PRKCD	NCBIGene:5580	1		OMIM:615559	OMIM:615559
PRKCG	NCBIGene:5582	1		OMIM:605361	OMIM:605361
PRKCSH	NCBIGene:5589	1		OMIM:174050	OMIM:174050
SLC25A20	NCBIGene:788	1		OMIM:212138	OMIM:212138
SLC45A1	NCBIGene:50651	1		OMIM:617532	OMIM:617532
SLC25A22	NCBIGene:79751	1		OMIM:609304	OMIM:609304
ADCY3	NCBIGene:109	1		OMIM:617885	OMIM:617885
TRPV6	NCBIGene:55503	1		OMIM:618188	OMIM:618188
ADCY1	NCBIGene:107	1		OMIM:610154	OMIM:610154
TRU-TCA1-1	NCBIGene:7234	1		OMIM:620198	OMIM:620198
ADAT3	NCBIGene:113179	1		OMIM:615286	OMIM:615286
ADARB1	NCBIGene:104	1		OMIM:618862	OMIM:618862
TSEN15	NCBIGene:116461	1		OMIM:617026	OMIM:617026
TSEN2	NCBIGene:80746	1		OMIM:612389	OMIM:612389
TSEN34	NCBIGene:79042	1		OMIM:612390	OMIM:612390
TSFM	NCBIGene:10102	1		OMIM:610505	OMIM:610505
TSGA10	NCBIGene:80705	1		OMIM:617961	OMIM:617961
TSHB	NCBIGene:7252	1		OMIM:275100	OMIM:275100
TSHZ1	NCBIGene:10194	1		OMIM:607842	OMIM:607842
TSPAN12	NCBIGene:23554	1		OMIM:613310	OMIM:613310
TSPAN7	NCBIGene:7102	1		OMIM:300210	OMIM:300210
ADAMTSL2	NCBIGene:9719	1		OMIM:231050	OMIM:231050
ADAMTS3	NCBIGene:9508	1		OMIM:618154	OMIM:618154
TSPYL1	NCBIGene:7259	1		OMIM:608800	OMIM:608800
TSR2	NCBIGene:90121	1		OMIM:300946	OMIM:300946
TTBK2	NCBIGene:146057	1		OMIM:604432	OMIM:604432
TTC12	NCBIGene:54970	1		OMIM:618801	OMIM:618801
TTC19	NCBIGene:54902	1		OMIM:615157	OMIM:615157
ADAMTS2	NCBIGene:9509	1		OMIM:225410	OMIM:225410
TTC29	NCBIGene:83894	1		OMIM:618745	OMIM:618745
TTC5	NCBIGene:91875	1		OMIM:619244	OMIM:619244
TTC7A	NCBIGene:57217	1		OMIM:243150	OMIM:243150
ADCY10	NCBIGene:55811	1		OMIM:143870	OMIM:143870
ADCY6	NCBIGene:112	1		OMIM:616287	OMIM:616287
TTI1	NCBIGene:9675	1		OMIM:620445	OMIM:620445
TRPM7	NCBIGene:54822	1		OMIM:105500	OMIM:105500
TRIM33	NCBIGene:51592	1		OMIM:621311	OMIM:621311
TRIM36	NCBIGene:55521	1		OMIM:206500	OMIM:206500
TRIM37	NCBIGene:4591	1		OMIM:253250	OMIM:253250
TRIM44	NCBIGene:54765	1		OMIM:617142	OMIM:617142
TRIM63	NCBIGene:84676	1		OMIM:621270	OMIM:621270
TRIM71	NCBIGene:131405	1		OMIM:618667	OMIM:618667
TRIM8	NCBIGene:81603	1		OMIM:619428	OMIM:619428
TRIOBP	NCBIGene:11078	1		OMIM:609823	OMIM:609823
ADGRL1	NCBIGene:22859	1		OMIM:620065	OMIM:620065
TRIP12	NCBIGene:9320	1		OMIM:617752	OMIM:617752
ADGRG6	NCBIGene:57211	1		OMIM:616503	OMIM:616503
ADGRG2	NCBIGene:10149	1		OMIM:300985	OMIM:300985
TRIT1	NCBIGene:54802	1		OMIM:617873	OMIM:617873
TRMT1	NCBIGene:55621	1		OMIM:618302	OMIM:618302
TRMT10A	NCBIGene:93587	1		OMIM:616033	OMIM:616033
TRMT10C	NCBIGene:54931	1		OMIM:616974	OMIM:616974
TRMT5	NCBIGene:57570	1		OMIM:616539	OMIM:616539
ADGRE2	NCBIGene:30817	1		OMIM:125630	OMIM:125630
TRPA1	NCBIGene:8989	1		OMIM:615040	OMIM:615040
TRPC3	NCBIGene:7222	1		OMIM:616410	OMIM:616410
TRPC6	NCBIGene:7225	1		OMIM:603965	OMIM:603965
TRPM1	NCBIGene:4308	1		OMIM:613216	OMIM:613216
ADD3	NCBIGene:120	1		OMIM:617008	OMIM:617008
ADD1	NCBIGene:118	1		OMIM:145500	OMIM:145500
TRPM6	NCBIGene:140803	1		OMIM:602014	OMIM:602014
ADAMTS19	NCBIGene:171019	1		OMIM:620067	OMIM:620067
TTI2	NCBIGene:80185	1		OMIM:615541	OMIM:615541
TRIM28	NCBIGene:10155	1		OMIM:621332	OMIM:621332
TXN2	NCBIGene:25828	1		OMIM:616811	OMIM:616811
TXNL4A	NCBIGene:10907	1		OMIM:608572	OMIM:608572
TXNRD2	NCBIGene:10587	1		OMIM:617825	OMIM:617825
TYK2	NCBIGene:7297	1		OMIM:611521	OMIM:611521
TYMP	NCBIGene:1890	1		OMIM:603041	OMIM:603041
TYMS	NCBIGene:7298	1		OMIM:620040	OMIM:620040
ADA	NCBIGene:100	1		OMIM:102700	OMIM:102700
TYROBP	NCBIGene:7305	1		OMIM:221770	OMIM:221770
ACY1	NCBIGene:95	1		OMIM:609924	OMIM:609924
ACVRL1	NCBIGene:94	1		OMIM:600376	OMIM:600376
UBA2	NCBIGene:10054	1		OMIM:619959	OMIM:619959
ACVR2B	NCBIGene:93	1		OMIM:613751	OMIM:613751
UBAP1	NCBIGene:51271	1		OMIM:618418	OMIM:618418
UBAP2L	NCBIGene:9898	1		OMIM:620494	OMIM:620494
UBE2A	NCBIGene:7319	1		OMIM:300860	OMIM:300860
UBE2T	NCBIGene:29089	1		OMIM:616435	OMIM:616435
UBE3A	NCBIGene:7337	1		OMIM:105830	OMIM:105830
UBE3B	NCBIGene:89910	1		OMIM:244450	OMIM:244450
UBE3C	NCBIGene:9690	1		OMIM:620270	OMIM:620270
UBE4A	NCBIGene:9354	1		OMIM:619639	OMIM:619639
UBIAD1	NCBIGene:29914	1		OMIM:121800	OMIM:121800
UBQLN2	NCBIGene:29978	1		OMIM:300857	OMIM:300857
UBR1	NCBIGene:197131	1		OMIM:243800	OMIM:243800
UBR5	NCBIGene:51366	1		OMIM:621372	OMIM:621372
UBR7	NCBIGene:55148	1		OMIM:619189	OMIM:619189
UBTF	NCBIGene:7343	1		OMIM:617672	OMIM:617672
TXNDC15	NCBIGene:79770	1		OMIM:619879	OMIM:619879
TUSC3	NCBIGene:7991	1		OMIM:611093	OMIM:611093
TTLL5	NCBIGene:23093	1		OMIM:615860	OMIM:615860
TULP3	NCBIGene:7289	1		OMIM:619902	OMIM:619902
ADAMTS18	NCBIGene:170692	1		OMIM:615458	OMIM:615458
TTPA	NCBIGene:7274	1		OMIM:277460	OMIM:277460
ADAMTS17	NCBIGene:170691	1		OMIM:613195	OMIM:613195
TUB	NCBIGene:7275	1		OMIM:616188	OMIM:616188
TUBA1A	NCBIGene:7846	1		OMIM:611603	OMIM:611603
TUBA1C	NCBIGene:84790	1		OMIM:621232	OMIM:621232
TUBA3D	NCBIGene:113457	1		OMIM:617928	OMIM:617928
ADAMTS15	NCBIGene:170689	1		OMIM:620545	OMIM:620545
TUBA8	NCBIGene:51807	1		OMIM:619840	OMIM:619840
ADAMTS13	NCBIGene:11093	1		OMIM:274150	OMIM:274150
TUBB1	NCBIGene:81027	1		OMIM:613112	OMIM:613112
TUBB2A	NCBIGene:7280	1		OMIM:615763	OMIM:615763
TUBB2B	NCBIGene:347733	1		OMIM:610031	OMIM:610031
ADAMTS10	NCBIGene:81794	1		OMIM:277600	OMIM:277600
ADAM9	NCBIGene:8754	1		OMIM:612775	OMIM:612775
TUBB4B	NCBIGene:10383	1		OMIM:617879	OMIM:617879
TUBB6	NCBIGene:84617	1		OMIM:617732	OMIM:617732
TUBB8	NCBIGene:347688	1		OMIM:616780	OMIM:616780
TUBG1	NCBIGene:7283	1		OMIM:615412	OMIM:615412
TUBGCP2	NCBIGene:10844	1		OMIM:618737	OMIM:618737
TUBGCP4	NCBIGene:27229	1		OMIM:616335	OMIM:616335
TUBGCP6	NCBIGene:85378	1		OMIM:251270	OMIM:251270
TUFM	NCBIGene:7284	1		OMIM:610678	OMIM:610678
TUFT1	NCBIGene:7286	1		OMIM:620415	OMIM:620415
ADAM22	NCBIGene:53616	1		OMIM:617933	OMIM:617933
ADH1B	NCBIGene:125	1		OMIM:103780	OMIM:103780
TRIM2	NCBIGene:23321	1		OMIM:615490	OMIM:615490
TMC6	NCBIGene:11322	1		OMIM:226400	OMIM:226400
TMEM94	NCBIGene:9772	1		OMIM:618316	OMIM:618316
TMIE	NCBIGene:259236	1		OMIM:600971	OMIM:600971
TMLHE	NCBIGene:55217	1		OMIM:300872	OMIM:300872
TMPRSS15	NCBIGene:5651	1		OMIM:226200	OMIM:226200
TMPRSS3	NCBIGene:64699	1		OMIM:601072	OMIM:601072
TMPRSS6	NCBIGene:164656	1		OMIM:206200	OMIM:206200
TMTC3	NCBIGene:160418	1		OMIM:617255	OMIM:617255
TMTC4	NCBIGene:84899	1		OMIM:620714	OMIM:620714
TMX2	NCBIGene:51075	1		OMIM:618730	OMIM:618730
TNC	NCBIGene:3371	1		OMIM:615629	OMIM:615629
AGO1	NCBIGene:26523	1		OMIM:620292	OMIM:620292
TNFAIP3	NCBIGene:7128	1		OMIM:616744	OMIM:616744
TNFRSF10B	NCBIGene:8795	1		OMIM:275355	OMIM:275355
AGL	NCBIGene:178	1		OMIM:232400	OMIM:232400
TNFRSF11B	NCBIGene:4982	1		OMIM:239000	OMIM:239000
AGBL5	NCBIGene:60509	1		OMIM:617023	OMIM:617023
AGBL1	NCBIGene:123624	1		OMIM:615523	OMIM:615523
TNFRSF4	NCBIGene:7293	1		OMIM:615593	OMIM:615593
TNFRSF9	NCBIGene:3604	1		OMIM:620282	OMIM:620282
TNFSF11	NCBIGene:8600	1		OMIM:259710	OMIM:259710
TNFSF4	NCBIGene:7292	1		OMIM:608446	OMIM:608446
TNIK	NCBIGene:23043	1		OMIM:617028	OMIM:617028
AGA	NCBIGene:175	1		OMIM:208400	OMIM:208400
TNNC2	NCBIGene:7125	1		OMIM:620161	OMIM:620161
TNNI2	NCBIGene:7136	1		OMIM:601680	OMIM:601680
TNNI3K	NCBIGene:51086	1		OMIM:616117	OMIM:616117
TMEM98	NCBIGene:26022	1		OMIM:615972	OMIM:615972
TMEM70	NCBIGene:54968	1		OMIM:614052	OMIM:614052
TNNT3	NCBIGene:7140	1		OMIM:618435	OMIM:618435
AGO2	NCBIGene:27161	1		OMIM:619149	OMIM:619149
TMCO1	NCBIGene:54499	1		OMIM:213980	OMIM:213980
TMEM106B	NCBIGene:54664	1		OMIM:617964	OMIM:617964
AGRN	NCBIGene:375790	1		OMIM:615120	OMIM:615120
TMEM126A	NCBIGene:84233	1		OMIM:612989	OMIM:612989
TMEM126B	NCBIGene:55863	1		OMIM:618250	OMIM:618250
TMEM127	NCBIGene:55654	1		OMIM:171300	OMIM:171300
TMEM132E	NCBIGene:124842	1		OMIM:618481	OMIM:618481
TMEM138	NCBIGene:51524	1		OMIM:614465	OMIM:614465
TMEM147	NCBIGene:10430	1		OMIM:620075	OMIM:620075
TMEM151A	NCBIGene:256472	1		OMIM:620245	OMIM:620245
TMEM163	NCBIGene:81615	1		OMIM:620243	OMIM:620243
TMEM165	NCBIGene:55858	1		OMIM:614727	OMIM:614727
AGR2	NCBIGene:10551	1		OMIM:620233	OMIM:620233
TMEM218	NCBIGene:219854	1		OMIM:619562	OMIM:619562
TMEM222	NCBIGene:84065	1		OMIM:619470	OMIM:619470
AGPS	NCBIGene:8540	1		OMIM:600121	OMIM:600121
TMEM237	NCBIGene:65062	1		OMIM:614424	OMIM:614424
TMEM240	NCBIGene:339453	1		OMIM:607454	OMIM:607454
TMEM260	NCBIGene:54916	1		OMIM:617478	OMIM:617478
TMEM38B	NCBIGene:55151	1		OMIM:615066	OMIM:615066
AGPAT2	NCBIGene:10555	1		OMIM:608594	OMIM:608594
TMEM53	NCBIGene:79639	1		OMIM:619727	OMIM:619727
TMEM63A	NCBIGene:9725	1		OMIM:618688	OMIM:618688
TMEM63B	NCBIGene:55362	1		OMIM:621250	OMIM:621250
TMEM63C	NCBIGene:57156	1		OMIM:619966	OMIM:619966
AFG2A	NCBIGene:166378	1		OMIM:616577	OMIM:616577
TNPO2	NCBIGene:30000	1		OMIM:619556	OMIM:619556
TRHR	NCBIGene:7201	1		OMIM:618573	OMIM:618573
TPO	NCBIGene:7173	1		OMIM:274500	OMIM:274500
TPP2	NCBIGene:7174	1		OMIM:619220	OMIM:619220
TPR	NCBIGene:7175	1		OMIM:620393	OMIM:620393
TPRKB	NCBIGene:51002	1		OMIM:617731	OMIM:617731
TPRN	NCBIGene:286262	1		OMIM:613307	OMIM:613307
TRA2B	NCBIGene:6434	1		OMIM:621421	OMIM:621421
TRAC	NCBIGene:28755	1		OMIM:615387	OMIM:615387
ADNP	NCBIGene:23394	1		OMIM:615873	OMIM:615873
TRAF3IP1	NCBIGene:26146	1		OMIM:616629	OMIM:616629
ADK	NCBIGene:132	1		OMIM:614300	OMIM:614300
TRAF7	NCBIGene:84231	1		OMIM:618164	OMIM:618164
TRAIP	NCBIGene:10293	1		OMIM:616777	OMIM:616777
TRAK1	NCBIGene:22906	1		OMIM:618201	OMIM:618201
TRAPPC10	NCBIGene:7109	1		OMIM:620027	OMIM:620027
TRAPPC11	NCBIGene:60684	1		OMIM:615356	OMIM:615356
TRAPPC12	NCBIGene:51112	1		OMIM:617669	OMIM:617669
TRAPPC14	NCBIGene:55262	1		OMIM:618351	OMIM:618351
TRAPPC2	NCBIGene:6399	1		OMIM:313400	OMIM:313400
TRAPPC2L	NCBIGene:51693	1		OMIM:618331	OMIM:618331
TRAPPC4	NCBIGene:51399	1		OMIM:618741	OMIM:618741
TRAPPC6B	NCBIGene:122553	1		OMIM:617862	OMIM:617862
TRAPPC9	NCBIGene:83696	1		OMIM:613192	OMIM:613192
ADIPOQ	NCBIGene:9370	1		OMIM:612556	OMIM:612556
TREH	NCBIGene:11181	1		OMIM:612119	OMIM:612119
ADH5	NCBIGene:128	1		OMIM:619151	OMIM:619151
TRH	NCBIGene:7200	1		OMIM:275120	OMIM:275120
ADPRS	NCBIGene:54936	1		OMIM:618170	OMIM:618170
TPMT	NCBIGene:7172	1		OMIM:610460	OMIM:610460
TNPO3	NCBIGene:23534	1		OMIM:608423	OMIM:608423
TPM4	NCBIGene:7171	1		OMIM:620486	OMIM:620486
TNR	NCBIGene:7143	1		OMIM:619653	OMIM:619653
TNRC6A	NCBIGene:27327	1		OMIM:618074	OMIM:618074
TNRC6B	NCBIGene:23112	1		OMIM:619243	OMIM:619243
AFF4	NCBIGene:27125	1		OMIM:616368	OMIM:616368
TOE1	NCBIGene:114034	1		OMIM:614969	OMIM:614969
TOGARAM1	NCBIGene:23116	1		OMIM:619185	OMIM:619185
TOM1	NCBIGene:10043	1		OMIM:619510	OMIM:619510
TOMM7	NCBIGene:54543	1		OMIM:620601	OMIM:620601
TONSL	NCBIGene:4796	1		OMIM:271510	OMIM:271510
TOP2B	NCBIGene:7155	1		OMIM:609296	OMIM:609296
AFF3	NCBIGene:3899	1		OMIM:619297	OMIM:619297
TOP6BL	NCBIGene:79703	1		OMIM:618432	OMIM:618432
TOPORS	NCBIGene:10210	1		OMIM:609923	OMIM:609923
AFF2	NCBIGene:2334	1		OMIM:309548	OMIM:309548
TOR1AIP1	NCBIGene:26092	1		OMIM:617072	OMIM:617072
AEBP1	NCBIGene:165	1		OMIM:618000	OMIM:618000
TP53RK	NCBIGene:112858	1		OMIM:617730	OMIM:617730
ADSS1	NCBIGene:122622	1		OMIM:617030	OMIM:617030
TP73	NCBIGene:7161	1		OMIM:619466	OMIM:619466
TPCN2	NCBIGene:219931	1		OMIM:612267	OMIM:612267
ADSL	NCBIGene:158	1		OMIM:103050	OMIM:103050
TPI1	NCBIGene:7167	1		OMIM:615512	OMIM:615512
TPK1	NCBIGene:27010	1		OMIM:614458	OMIM:614458
ADRB3	NCBIGene:155	1		OMIM:601665	OMIM:601665
ADRA2A	NCBIGene:150	1		OMIM:620679	OMIM:620679
ACVR1B	NCBIGene:91	1		OMIM:260350	OMIM:260350
UCP2	NCBIGene:7351	1		OMIM:607447	OMIM:607447
UCP3	NCBIGene:7352	1		OMIM:601665	OMIM:601665
XKRY	NCBIGene:9082	1		OMIM:415000	OMIM:415000
XPC	NCBIGene:7508	1		OMIM:278720	OMIM:278720
XPNPEP2	NCBIGene:7512	1		OMIM:300909	OMIM:300909
XPNPEP3	NCBIGene:63929	1		OMIM:613159	OMIM:613159
ABCC2	NCBIGene:1244	1		OMIM:237500	OMIM:237500
XRCC1	NCBIGene:7515	1		OMIM:617633	OMIM:617633
ABCC11	NCBIGene:85320	1		OMIM:117800	OMIM:117800
ABCC1	NCBIGene:4363	1		OMIM:618915	OMIM:618915
XRCC4	NCBIGene:7518	1		OMIM:616541	OMIM:616541
ABCB7	NCBIGene:22	1		OMIM:301310	OMIM:301310
ABCA7	NCBIGene:10347	1		OMIM:608907	OMIM:608907
YAP1	NCBIGene:10413	1		OMIM:120433	OMIM:120433
ABCA5	NCBIGene:23461	1		OMIM:135400	OMIM:135400
YARS2	NCBIGene:51067	1		OMIM:613561	OMIM:613561
YEATS2	NCBIGene:55689	1		OMIM:615127	OMIM:615127
YIF1B	NCBIGene:90522	1		OMIM:619125	OMIM:619125
YIPF5	NCBIGene:81555	1		OMIM:619278	OMIM:619278
YME1L1	NCBIGene:10730	1		OMIM:617302	OMIM:617302
YRDC	NCBIGene:79693	1		OMIM:619609	OMIM:619609
YWHAG	NCBIGene:7532	1		OMIM:617665	OMIM:617665
YWHAZ	NCBIGene:7534	1		OMIM:618428	OMIM:618428
YY1	NCBIGene:7528	1		OMIM:617557	OMIM:617557
YY1AP1	NCBIGene:55249	1		OMIM:602531	OMIM:602531
ABCA3	NCBIGene:21	1		OMIM:610921	OMIM:610921
ZBTB11	NCBIGene:27107	1		OMIM:618383	OMIM:618383
ZBTB18	NCBIGene:10472	1		OMIM:612337	OMIM:612337
XPA	NCBIGene:7507	1		OMIM:278700	OMIM:278700
XK	NCBIGene:7504	1		OMIM:300842	OMIM:300842
ZBTB24	NCBIGene:9841	1		OMIM:614069	OMIM:614069
XIST	NCBIGene:7503	1		OMIM:300087	OMIM:300087
WDR73	NCBIGene:84942	1		OMIM:251300	OMIM:251300
ACACA	NCBIGene:31	1		OMIM:613933	OMIM:613933
WDR83OS	NCBIGene:51398	1		OMIM:621016	OMIM:621016
WEE2	NCBIGene:494551	1		OMIM:617996	OMIM:617996
WFDC2	NCBIGene:10406	1		OMIM:620984	OMIM:620984
ABO	NCBIGene:28	1		OMIM:616093	OMIM:616093
WIPF1	NCBIGene:7456	1		OMIM:614493	OMIM:614493
WIPI2	NCBIGene:26100	1		OMIM:618453	OMIM:618453
WLS	NCBIGene:79971	1		OMIM:619648	OMIM:619648
ABHD5	NCBIGene:51099	1		OMIM:275630	OMIM:275630
WNK3	NCBIGene:65267	1		OMIM:309610	OMIM:309610
WNK4	NCBIGene:65266	1		OMIM:614491	OMIM:614491
ABHD16A	NCBIGene:7920	1		OMIM:619735	OMIM:619735
ABHD12	NCBIGene:26090	1		OMIM:612674	OMIM:612674
WNT2B	NCBIGene:7482	1		OMIM:618168	OMIM:618168
WNT3	NCBIGene:7473	1		OMIM:273395	OMIM:273395
ABCG5	NCBIGene:64240	1		OMIM:618666	OMIM:618666
WNT5A	NCBIGene:7474	1		OMIM:180700	OMIM:180700
WRAP53	NCBIGene:55135	1		OMIM:613988	OMIM:613988
WRN	NCBIGene:7486	1		OMIM:277700	OMIM:277700
ABCD4	NCBIGene:5826	1		OMIM:614857	OMIM:614857
WWC1	NCBIGene:23286	1		OMIM:615602	OMIM:615602
XBP1	NCBIGene:7494	1		OMIM:612371	OMIM:612371
XDH	NCBIGene:7498	1		OMIM:278300	OMIM:278300
ABCD1	NCBIGene:215	1		OMIM:300100	OMIM:300100
ZBTB20	NCBIGene:26137	1		OMIM:259050	OMIM:259050
ZBTB42	NCBIGene:100128927	1		OMIM:616248	OMIM:616248
UFC1	NCBIGene:51506	1		OMIM:618076	OMIM:618076
ZNF341	NCBIGene:84905	1		OMIM:618282	OMIM:618282
ZNF407	NCBIGene:55628	1		OMIM:619557	OMIM:619557
AAAS	NCBIGene:8086	1		OMIM:231550	OMIM:231550
ZNF423	NCBIGene:23090	1		OMIM:614844	OMIM:614844
ZNF462	NCBIGene:58499	1		OMIM:618619	OMIM:618619
ZNF469	NCBIGene:84627	1		OMIM:229200	OMIM:229200
ZNF513	NCBIGene:130557	1		OMIM:613617	OMIM:613617
ZNF526	NCBIGene:116115	1		OMIM:619877	OMIM:619877
ZNF644	NCBIGene:84146	1		OMIM:614167	OMIM:614167
ZNF668	NCBIGene:79759	1		OMIM:620194	OMIM:620194
ZNF687	NCBIGene:57592	1		OMIM:616833	OMIM:616833
ZNF699	NCBIGene:374879	1		OMIM:619488	OMIM:619488
ZNF711	NCBIGene:7552	1		OMIM:300803	OMIM:300803
ZNF750	NCBIGene:79755	1		OMIM:610227	OMIM:610227
ZNF808	NCBIGene:388558	1		OMIM:620991	OMIM:620991
ZNF862	NCBIGene:643641	1		OMIM:620999	OMIM:620999
ZNFX1	NCBIGene:57169	1		OMIM:619644	OMIM:619644
ZNHIT3	NCBIGene:9326	1		OMIM:260565	OMIM:260565
ZP1	NCBIGene:22917	1		OMIM:615774	OMIM:615774
ZP2	NCBIGene:7783	1		OMIM:618353	OMIM:618353
ZP3	NCBIGene:7784	1		OMIM:617712	OMIM:617712
ZPBP	NCBIGene:11055	1		OMIM:619799	OMIM:619799
ZPR1	NCBIGene:8882	1		OMIM:619321	OMIM:619321
ZRSR2	NCBIGene:8233	1		OMIM:301132	OMIM:301132
ZSCAN10	NCBIGene:84891	1		OMIM:620910	OMIM:620910
A4GALT	NCBIGene:53947	1		OMIM:111400	OMIM:111400
ZNF365	NCBIGene:22891	1		OMIM:605990	OMIM:605990
ZNF335	NCBIGene:63925	1		OMIM:615095	OMIM:615095
ZBTB7A	NCBIGene:51341	1		OMIM:619769	OMIM:619769
ZNF292	NCBIGene:23036	1		OMIM:619188	OMIM:619188
ZC3H14	NCBIGene:79882	1		OMIM:617125	OMIM:617125
ABCA2	NCBIGene:20	1		OMIM:618808	OMIM:618808
ZCCHC8	NCBIGene:55596	1		OMIM:618674	OMIM:618674
ZDHHC9	NCBIGene:51114	1		OMIM:300799	OMIM:300799
ZEB2	NCBIGene:9839	1		OMIM:235730	OMIM:235730
ZFAT	NCBIGene:57623	1		OMIM:608175	OMIM:608175
ZFHX2	NCBIGene:85446	1		OMIM:147430	OMIM:147430
ZFP36L2	NCBIGene:678	1		OMIM:620154	OMIM:620154
ZFP57	NCBIGene:346171	1		OMIM:601410	OMIM:601410
ABAT	NCBIGene:18	1		OMIM:613163	OMIM:613163
ZFX	NCBIGene:7543	1		OMIM:301118	OMIM:301118
ZFYVE19	NCBIGene:84936	1		OMIM:619849	OMIM:619849
ZFYVE26	NCBIGene:23503	1		OMIM:270700	OMIM:270700
AASS	NCBIGene:10157	1		OMIM:238700	OMIM:238700
ZIC2	NCBIGene:7546	1		OMIM:609637	OMIM:609637
ZMIZ1	NCBIGene:57178	1		OMIM:618659	OMIM:618659
AAGAB	NCBIGene:79719	1		OMIM:148600	OMIM:148600
ZMYM2	NCBIGene:7750	1		OMIM:619522	OMIM:619522
ZMYM3	NCBIGene:9203	1		OMIM:301111	OMIM:301111
ZMYND10	NCBIGene:51364	1		OMIM:615444	OMIM:615444
ZMYND11	NCBIGene:10771	1		OMIM:616083	OMIM:616083
ZMYND15	NCBIGene:84225	1		OMIM:615842	OMIM:615842
ZNF141	NCBIGene:7700	1		OMIM:615226	OMIM:615226
ZNF142	NCBIGene:7701	1		OMIM:618425	OMIM:618425
ZNF148	NCBIGene:7707	1		OMIM:617260	OMIM:617260
WDR72	NCBIGene:256764	1		OMIM:613211	OMIM:613211
WDR62	NCBIGene:284403	1		OMIM:604317	OMIM:604317
WDR45B	NCBIGene:56270	1		OMIM:617977	OMIM:617977
UROC1	NCBIGene:131669	1		OMIM:276880	OMIM:276880
UROS	NCBIGene:7390	1		OMIM:263700	OMIM:263700
USB1	NCBIGene:79650	1		OMIM:604173	OMIM:604173
USF1	NCBIGene:7391	1		OMIM:602491	OMIM:602491
ACTL7A	NCBIGene:10881	1		OMIM:620499	OMIM:620499
USH1G	NCBIGene:124590	1		OMIM:606943	OMIM:606943
